newspaper,category,title,url,content,date_scraped
iHarare,Politics,Sample Politics Article 5 from iHarare,https://iharare.com/sample-article-4,This is sample content for a politics article from iHarare. It contains enough text to be processed by the clustering algorithm. This article discusses important politics topics in Zimbabwe. The political landscape in Zimbabwe continues to evolve. Government policies and opposition movements shape the national dialogue. ,2025-05-08
iHarare,Arts/Culture/Celebrities,Sample Arts/Culture/Celebrities Article 1 from iHarare,https://iharare.com/sample-article-0,"This is sample content for a arts/culture/celebrities article from iHarare. It contains enough text to be processed by the clustering algorithm. This article discusses important arts/culture/celebrities topics in Zimbabwe. Zimbabwean culture is rich with music, art, and traditional practices. Local celebrities and artists contribute to the cultural landscape. ",2025-05-08
iHarare,Arts/Culture/Celebrities,Sample Arts/Culture/Celebrities Article 2 from iHarare,https://iharare.com/sample-article-1,"This is sample content for a arts/culture/celebrities article from iHarare. It contains enough text to be processed by the clustering algorithm. This article discusses important arts/culture/celebrities topics in Zimbabwe. Zimbabwean culture is rich with music, art, and traditional practices. Local celebrities and artists contribute to the cultural landscape. ",2025-05-08
iHarare,Arts/Culture/Celebrities,Sample Arts/Culture/Celebrities Article 3 from iHarare,https://iharare.com/sample-article-2,"This is sample content for a arts/culture/celebrities article from iHarare. It contains enough text to be processed by the clustering algorithm. This article discusses important arts/culture/celebrities topics in Zimbabwe. Zimbabwean culture is rich with music, art, and traditional practices. Local celebrities and artists contribute to the cultural landscape. ",2025-05-08
iHarare,Arts/Culture/Celebrities,Sample Arts/Culture/Celebrities Article 4 from iHarare,https://iharare.com/sample-article-3,"This is sample content for a arts/culture/celebrities article from iHarare. It contains enough text to be processed by the clustering algorithm. This article discusses important arts/culture/celebrities topics in Zimbabwe. Zimbabwean culture is rich with music, art, and traditional practices. Local celebrities and artists contribute to the cultural landscape. ",2025-05-08
iHarare,Arts/Culture/Celebrities,Sample Arts/Culture/Celebrities Article 5 from iHarare,https://iharare.com/sample-article-4,"This is sample content for a arts/culture/celebrities article from iHarare. It contains enough text to be processed by the clustering algorithm. This article discusses important arts/culture/celebrities topics in Zimbabwe. Zimbabwean culture is rich with music, art, and traditional practices. Local celebrities and artists contribute to the cultural landscape. ",2025-05-08
iHarare,Sports,Sample Sports Article 1 from iHarare,https://iharare.com/sample-article-0,"This is sample content for a sports article from iHarare. It contains enough text to be processed by the clustering algorithm. This article discusses important sports topics in Zimbabwe. Sports play an important role in Zimbabwe, with cricket and football being popular. Athletes represent the nation in various international competitions. ",2025-05-08
iHarare,Sports,Sample Sports Article 2 from iHarare,https://iharare.com/sample-article-1,"This is sample content for a sports article from iHarare. It contains enough text to be processed by the clustering algorithm. This article discusses important sports topics in Zimbabwe. Sports play an important role in Zimbabwe, with cricket and football being popular. Athletes represent the nation in various international competitions. ",2025-05-08
iHarare,Sports,Sample Sports Article 3 from iHarare,https://iharare.com/sample-article-2,"This is sample content for a sports article from iHarare. It contains enough text to be processed by the clustering algorithm. This article discusses important sports topics in Zimbabwe. Sports play an important role in Zimbabwe, with cricket and football being popular. Athletes represent the nation in various international competitions. ",2025-05-08
iHarare,Sports,Sample Sports Article 4 from iHarare,https://iharare.com/sample-article-3,"This is sample content for a sports article from iHarare. It contains enough text to be processed by the clustering algorithm. This article discusses important sports topics in Zimbabwe. Sports play an important role in Zimbabwe, with cricket and football being popular. Athletes represent the nation in various international competitions. ",2025-05-08
iHarare,Sports,Sample Sports Article 5 from iHarare,https://iharare.com/sample-article-4,"This is sample content for a sports article from iHarare. It contains enough text to be processed by the clustering algorithm. This article discusses important sports topics in Zimbabwe. Sports play an important role in Zimbabwe, with cricket and football being popular. Athletes represent the nation in various international competitions. ",2025-05-08
